;age;job;marital;education;credit_in_default;housing_loan;personal_loan;last_contact_type;last_contact_month;last_contact_day;last_contact_duration;n_contacts_this_campaign;days_since_last_contact;n_contacts_prev_campaign;prev_campaign_outcome;registered
4501;45.0;blue-collar - Barreiro;married;basic.9y;no;no;yes;telephone;jun;fri;124.0;1;999;0;nonexistent;no
4502;39.0;admin. - Trancoso;married;basic.9y;unknown;no;no;cellular;aug;thu;;2;999;0;nonexistent;no
4503;50.0;technician - Trofa;divorced;basic.9y;no;no;yes;telephone;may;thu;48.0;5;999;0;nonexistent;no
4504;51.0;services - Barreiro;married;high.school;no;yes;no;telephone;may;wed;114.0;1;999;0;nonexistent;no
4505;32.0;housemaid - Vila Franca de Xira;single;high.school;no;no;no;telephone;jun;thu;406.0;2;999;0;nonexistent;no
4506;29.0;;divorced;high.school;no;yes;no;cellular;jul;wed;171.0;1;999;0;nonexistent;no
4507;58.0;admin. - Albufeira;married;high.school;no;no;no;cellular;aug;fri;528.0;1;999;0;nonexistent;no
4508;36.0;technician - Portimão;;university.degree;no;yes;no;cellular;aug;fri;;1;999;0;nonexistent;no
4509;32.0;admin. - Funchal;married;high.school;no;yes;no;cellular;may;mon;155.0;2;999;0;nonexistent;no
4510;36.0;admin. - Gondomar;divorced;university.degree;no;no;yes;cellular;nov;thu;56.0;2;999;0;nonexistent;no
4511;29.0;services - Funchal;single;high.school;no;no;no;telephone;jun;wed;116.0;2;999;1;failure;no
4512;35.0;technician - Vendas Novas;;high.school;unknown;yes;no;cellular;may;fri;104.0;2;999;0;nonexistent;no
4513;30.0;admin. - Lixa;;university.degree;no;no;yes;cellular;aug;mon;753.0;2;999;0;nonexistent;no
4514;36.0;blue-collar - Almeirim;married;basic.9y;no;yes;no;telephone;may;wed;231.0;2;999;0;nonexistent;no
4515;38.0;;;high.school;no;no;no;telephone;jun;mon;123.0;1;999;0;nonexistent;no
4516;42.0;services - Tarouca;married;high.school;no;yes;no;cellular;may;fri;120.0;1;999;0;nonexistent;no
4517;39.0;admin. - Águeda;;high.school;no;no;no;cellular;jul;mon;419.0;7;999;0;nonexistent;no
4518;47.0;;married;basic.4y;no;no;no;telephone;jul;tue;;1;999;0;nonexistent;no
4519;41.0;management - Funchal;divorced;basic.6y;no;yes;no;cellular;nov;thu;;1;999;0;nonexistent;no
4520;43.0;unknown - Mêda;married;high.school;unknown;yes;yes;telephone;may;mon;329.0;2;999;0;nonexistent;no
4521;55.0;technician - Queluz;married;professional.course;no;yes;no;cellular;nov;fri;98.0;1;999;0;nonexistent;no
4522;47.0;blue-collar - Beja;married;basic.6y;unknown;yes;no;telephone;may;mon;21.0;1;999;0;nonexistent;no
4523;38.0;technician - Tondela;married;;no;yes;no;telephone;sep;thu;173.0;1;999;3;failure;no
4524;39.0;;married;;no;no;no;telephone;may;wed;178.0;1;999;0;nonexistent;no
4525;41.0;blue-collar - Ovar;divorced;basic.9y;unknown;no;no;telephone;jun;mon;;4;999;0;nonexistent;no
4526;30.0;services - Funchal;married;high.school;unknown;no;no;telephone;may;mon;;2;999;0;nonexistent;no
4527;50.0;technician - Águeda;married;university.degree;no;unknown;unknown;cellular;aug;tue;107.0;2;999;0;nonexistent;no
4528;28.0;services - Agualva-Cacém;married;high.school;no;yes;no;cellular;jul;tue;124.0;1;999;0;nonexistent;no
4529;38.0;admin. - Fátima;divorced;basic.6y;unknown;yes;no;cellular;apr;thu;926.0;1;999;1;failure;no
4530;38.0;management - Angra do Heroísmo;married;university.degree;no;no;no;telephone;may;mon;195.0;2;999;0;nonexistent;no
4531;26.0;admin. - Ílhavo;married;unknown;no;no;no;cellular;mar;thu;359.0;1;999;1;failure;no
4532;31.0;entrepreneur - Queluz;divorced;high.school;no;yes;no;telephone;may;tue;168.0;1;999;0;nonexistent;no
4533;42.0;services - São Mamede de Infesta;married;;no;no;no;telephone;oct;thu;71.0;1;999;0;nonexistent;no
4534;31.0;blue-collar - Rebordosa;single;professional.course;no;no;yes;telephone;jul;tue;186.0;1;999;0;nonexistent;no
4535;33.0;admin. - Aveiro;single;high.school;no;no;yes;cellular;may;fri;;1;999;0;nonexistent;no
4536;38.0;blue-collar - Costa da Caparica;married;basic.4y;no;no;no;cellular;nov;mon;;1;999;0;nonexistent;no
4537;28.0;self-employed - São Mamede de Infesta;;university.degree;no;yes;no;cellular;apr;thu;344.0;1;999;0;nonexistent;no
4538;43.0;management - Barreiro;married;basic.6y;unknown;yes;no;cellular;may;tue;463.0;1;999;0;nonexistent;no
4539;49.0;admin. - Vendas Novas;single;unknown;unknown;unknown;unknown;telephone;jun;tue;;1;999;0;nonexistent;no
4540;50.0;admin. - Rio Tinto;married;university.degree;no;yes;no;cellular;aug;thu;203.0;2;999;0;nonexistent;no
4541;52.0;entrepreneur - Póvoa de Santa Iria;married;university.degree;unknown;no;no;telephone;may;thu;;1;999;0;nonexistent;no
4542;49.0;blue-collar - Queluz;married;basic.4y;unknown;no;no;cellular;aug;thu;503.0;1;999;0;nonexistent;no
4543;32.0;services - Rio Tinto;single;high.school;no;yes;no;cellular;may;fri;583.0;2;999;0;nonexistent;no
4544;;services - Barcelos;divorced;basic.9y;no;yes;no;cellular;apr;mon;;1;999;0;nonexistent;no
4545;31.0;technician - Rebordosa;married;university.degree;no;no;yes;telephone;may;wed;125.0;2;999;0;nonexistent;no
4546;48.0;entrepreneur - Maia;married;basic.9y;no;yes;no;cellular;jul;wed;;7;999;0;nonexistent;no
4547;31.0;technician - Valbom;single;university.degree;no;yes;no;telephone;jun;wed;119.0;1;999;0;nonexistent;no
4548;53.0;housemaid - Mealhada;married;unknown;no;yes;no;cellular;nov;thu;;5;999;0;nonexistent;no
4549;36.0;blue-collar - Marinha Grande;married;basic.6y;no;no;no;cellular;may;mon;460.0;1;999;0;nonexistent;no
4550;37.0;technician - Beja;single;university.degree;no;no;no;cellular;aug;tue;277.0;2;999;0;nonexistent;no
4551;29.0;admin. - Vila Real;single;university.degree;no;no;yes;cellular;aug;mon;;6;999;0;nonexistent;no
4552;33.0;blue-collar - Marinha Grande;married;basic.9y;no;yes;no;cellular;may;thu;580.0;2;999;0;nonexistent;no
4553;28.0;management - Santo Tirso;single;basic.9y;no;yes;no;telephone;may;thu;166.0;1;999;0;nonexistent;no
4554;50.0;housemaid - Águeda;single;unknown;no;yes;no;telephone;may;tue;;1;999;0;nonexistent;no
4555;45.0;admin. - Queluz;;basic.9y;no;yes;yes;cellular;aug;wed;106.0;3;999;0;nonexistent;no
4556;54.0;retired - Vila Nova de Santo André;married;professional.course;no;yes;no;cellular;nov;mon;55.0;1;999;0;nonexistent;no
4557;54.0;management - Esmoriz;married;high.school;unknown;yes;yes;telephone;may;wed;328.0;2;999;0;nonexistent;no
4558;35.0;technician - Vila Franca de Xira;married;professional.course;no;no;no;telephone;jun;thu;159.0;1;999;0;nonexistent;no
4559;34.0;blue-collar - Águeda;;basic.9y;unknown;yes;yes;telephone;may;tue;899.0;3;999;0;nonexistent;no
4560;31.0;admin. - Almeirim;married;basic.9y;no;yes;no;cellular;nov;wed;1662.0;3;999;0;nonexistent;no
4561;40.0;admin. - Vila Real;;professional.course;no;no;no;telephone;may;wed;509.0;1;999;0;nonexistent;no
4562;40.0;technician - Esmoriz;married;high.school;no;no;no;cellular;aug;tue;370.0;1;999;0;nonexistent;no
4563;30.0;admin. - Rio Tinto;single;university.degree;no;no;no;cellular;aug;thu;180.0;1;999;0;nonexistent;no
4564;45.0;technician - Amora;single;professional.course;no;yes;yes;telephone;may;tue;133.0;1;999;0;nonexistent;no
4565;36.0;housemaid - Silves;divorced;basic.9y;no;yes;no;cellular;nov;tue;;1;999;1;failure;no
4566;;technician - Anadia;married;professional.course;no;yes;no;cellular;aug;mon;;6;999;0;nonexistent;no
4567;33.0;;divorced;;no;yes;no;cellular;nov;thu;70.0;1;999;0;nonexistent;no
4568;38.0;admin. - Rebordosa;;basic.6y;no;no;no;cellular;jul;thu;18.0;6;999;0;nonexistent;no
4569;39.0;management - Fátima;married;university.degree;no;no;no;cellular;jun;mon;;1;999;1;failure;no
4570;40.0;blue-collar - Valongo;married;professional.course;no;no;no;cellular;jul;mon;;2;999;0;nonexistent;no
4571;28.0;technician - Agualva-Cacém;single;professional.course;no;yes;no;cellular;may;wed;244.0;1;999;1;failure;no
4572;41.0;technician - Valpaços;single;university.degree;unknown;no;no;telephone;may;wed;79.0;8;999;0;nonexistent;no
4573;39.0;management - Santa Maria da Feira;married;high.school;no;no;no;cellular;aug;wed;271.0;1;999;0;nonexistent;no
4574;33.0;;single;;no;yes;no;telephone;jun;wed;;1;999;0;nonexistent;no
4575;54.0;blue-collar - Évora;married;basic.4y;no;no;yes;cellular;aug;tue;299.0;1;999;0;nonexistent;no
4576;40.0;blue-collar - Santana;married;basic.4y;unknown;no;yes;telephone;jun;fri;;2;999;0;nonexistent;no
4577;38.0;services - Odivelas;married;high.school;no;no;no;telephone;may;fri;62.0;1;999;0;nonexistent;no
4578;44.0;management - Lagoa;single;;no;yes;no;cellular;nov;tue;120.0;2;999;1;failure;no
4579;39.0;entrepreneur - Peso da Régua;divorced;high.school;no;no;no;telephone;may;mon;225.0;1;999;0;nonexistent;no
4580;29.0;blue-collar - Mirandela;married;basic.9y;no;no;no;telephone;may;thu;47.0;4;999;0;nonexistent;no
4581;32.0;entrepreneur - Guimarães;single;professional.course;no;yes;no;telephone;aug;fri;47.0;1;999;0;nonexistent;no
4582;;;divorced;;no;no;no;cellular;may;thu;569.0;1;999;1;failure;no
4583;41.0;services - Rio Tinto;divorced;high.school;no;yes;no;cellular;jul;tue;77.0;5;999;0;nonexistent;no
4584;28.0;blue-collar - Barcelos;single;basic.9y;no;yes;no;cellular;jul;fri;267.0;1;999;0;nonexistent;no
4585;37.0;blue-collar - Maia;married;professional.course;no;yes;no;cellular;jul;wed;83.0;4;999;0;nonexistent;no
4586;30.0;unemployed - Évora;single;high.school;no;yes;no;cellular;sep;tue;75.0;1;999;1;failure;no
4587;36.0;blue-collar - Valpaços;married;basic.6y;no;no;no;cellular;may;fri;212.0;2;999;0;nonexistent;no
4588;29.0;admin. - Funchal;married;university.degree;no;yes;no;cellular;apr;wed;73.0;1;999;0;nonexistent;no
4589;33.0;blue-collar - Trofa;married;basic.9y;no;no;no;telephone;may;wed;61.0;1;999;0;nonexistent;no
4590;27.0;blue-collar - Vendas Novas;single;basic.6y;no;no;no;telephone;jul;tue;68.0;3;999;0;nonexistent;no
4591;42.0;admin. - Abrantes;married;university.degree;no;yes;no;cellular;aug;tue;193.0;2;999;0;nonexistent;no
4592;33.0;admin. - Póvoa de Santa Iria;single;;no;no;no;telephone;may;tue;60.0;1;999;0;nonexistent;no
4593;40.0;technician - Águeda;divorced;university.degree;no;no;no;cellular;aug;tue;207.0;3;999;0;nonexistent;no
4594;50.0;admin. - Funchal;married;high.school;no;no;yes;cellular;aug;tue;;3;999;0;nonexistent;no
4595;29.0;services - Santana;divorced;high.school;no;yes;no;cellular;jul;wed;188.0;1;999;0;nonexistent;no
4596;32.0;admin. - Esposende;;university.degree;no;yes;yes;cellular;aug;tue;221.0;8;999;0;nonexistent;no
4597;36.0;services - Sines;married;high.school;no;yes;no;telephone;may;fri;;2;999;0;nonexistent;no
4598;23.0;student - Alcácer do Sal;single;high.school;no;no;no;telephone;nov;mon;105.0;2;999;0;nonexistent;no
4599;36.0;admin. - Fátima;married;university.degree;no;no;no;cellular;nov;tue;51.0;2;999;0;nonexistent;no
4600;31.0;technician - Caldas da Rainha;single;professional.course;unknown;yes;no;telephone;may;mon;;7;999;0;nonexistent;no
4601;43.0;blue-collar - Ovar;married;basic.6y;unknown;yes;yes;telephone;jun;tue;193.0;3;999;0;nonexistent;no
4602;51.0;technician - Covilhã;married;basic.9y;unknown;yes;yes;cellular;jul;mon;33.0;2;999;0;nonexistent;no
4603;32.0;services - Torres Novas;married;high.school;unknown;yes;no;telephone;may;thu;177.0;3;999;0;nonexistent;no
4604;31.0;admin. - Covilhã;single;high.school;no;yes;yes;cellular;nov;fri;112.0;1;999;0;nonexistent;no
4605;60.0;technician - Vila Baleira (a.k.a. Porto Santo);married;professional.course;unknown;yes;no;telephone;jun;mon;;1;999;0;nonexistent;no
4606;46.0;admin. - Santa Comba Dão;divorced;university.degree;no;yes;yes;cellular;nov;wed;184.0;2;999;1;failure;no
4607;30.0;blue-collar - Esposende;married;basic.9y;no;yes;no;cellular;aug;mon;;4;999;0;nonexistent;no
4608;51.0;blue-collar - Covilhã;married;basic.6y;no;yes;no;cellular;apr;thu;150.0;1;999;0;nonexistent;no
4609;28.0;services - Águeda;married;high.school;no;yes;yes;telephone;may;wed;211.0;3;999;0;nonexistent;no
4610;57.0;management - Fátima;married;university.degree;no;no;no;telephone;jun;fri;1276.0;1;999;0;nonexistent;no
4611;40.0;admin. - Valpaços;single;;no;yes;no;cellular;jun;tue;;1;999;1;failure;no
4612;30.0;admin. - Ermesinde;married;university.degree;no;no;no;cellular;apr;thu;90.0;1;999;0;nonexistent;no
4613;35.0;technician - Rio Tinto;divorced;professional.course;no;no;no;cellular;may;fri;169.0;1;999;1;failure;no
4614;46.0;admin. - Vila do Conde;single;university.degree;no;no;yes;cellular;nov;tue;173.0;1;999;1;failure;no
4615;32.0;technician - Fafe;single;professional.course;no;yes;no;telephone;aug;fri;107.0;2;999;1;failure;no
4616;31.0;technician - Agualva-Cacém;single;unknown;unknown;no;no;cellular;nov;thu;63.0;1;999;0;nonexistent;no
4617;38.0;services - Entroncamento;married;high.school;no;yes;no;cellular;apr;mon;;3;999;0;nonexistent;no
4618;34.0;;married;professional.course;unknown;yes;no;telephone;jun;thu;;3;999;0;nonexistent;no
4619;44.0;blue-collar - Valpaços;married;;unknown;yes;yes;cellular;apr;fri;418.0;1;999;0;nonexistent;no
4620;36.0;admin. - Portalegre;single;university.degree;no;yes;yes;telephone;may;wed;374.0;2;999;0;nonexistent;no
4621;30.0;services - Portimão;single;basic.6y;no;yes;no;cellular;may;tue;208.0;6;999;0;nonexistent;no
4622;42.0;admin. - Aveiro;divorced;high.school;no;yes;no;telephone;may;thu;119.0;1;999;0;nonexistent;no
4623;53.0;services - Almeirim;divorced;basic.9y;no;yes;no;cellular;jul;fri;121.0;2;999;0;nonexistent;no
4624;44.0;admin. - Valongo;married;basic.9y;no;yes;no;cellular;may;mon;55.0;1;999;2;failure;no
4625;33.0;technician - Vila Baleira (a.k.a. Porto Santo);married;university.degree;no;no;no;cellular;may;thu;191.0;3;999;0;nonexistent;no
4626;51.0;admin. - Oliveira do Bairro;divorced;unknown;no;unknown;unknown;telephone;may;fri;;1;999;0;nonexistent;no
4627;47.0;retired - Caniço;;basic.4y;unknown;no;no;telephone;jun;fri;63.0;2;999;0;nonexistent;no
4628;33.0;admin. - Viana do Castelo;married;university.degree;no;no;no;cellular;jul;thu;278.0;1;999;0;nonexistent;no
4629;44.0;technician - Funchal;married;professional.course;unknown;yes;yes;telephone;may;wed;184.0;2;999;0;nonexistent;no
4630;35.0;retired - Beja;single;basic.6y;unknown;yes;no;telephone;jun;fri;133.0;3;999;0;nonexistent;no
4631;33.0;services - Funchal;single;high.school;no;yes;no;cellular;may;thu;367.0;2;999;1;failure;no
4632;40.0;admin. - Esposende;married;university.degree;no;yes;no;cellular;may;mon;174.0;2;999;0;nonexistent;no
4633;31.0;admin. - Esposende;single;high.school;no;yes;yes;cellular;may;wed;;1;999;0;nonexistent;no
4634;33.0;technician - Covilhã;married;professional.course;no;no;no;telephone;may;wed;123.0;2;999;0;nonexistent;no
4635;38.0;;single;university.degree;no;no;no;cellular;aug;mon;135.0;7;999;0;nonexistent;no
4636;35.0;unknown - Peso da Régua;married;basic.9y;no;no;yes;telephone;may;wed;129.0;2;999;0;nonexistent;no
4637;48.0;admin. - Covilhã;single;university.degree;no;yes;no;cellular;apr;fri;237.0;1;999;0;nonexistent;no
4638;31.0;self-employed - Câmara de Lobos;married;;unknown;yes;no;cellular;aug;thu;;1;999;0;nonexistent;no
4639;30.0;;single;high.school;no;yes;no;telephone;jul;tue;;21;999;0;nonexistent;no
4640;57.0;management - Peso da Régua;divorced;university.degree;unknown;yes;yes;cellular;nov;thu;114.0;2;999;0;nonexistent;no
4641;37.0;management - Águeda;married;university.degree;no;yes;no;cellular;nov;wed;;1;999;1;failure;no
4642;34.0;blue-collar - Portimão;married;basic.9y;no;no;no;cellular;may;fri;;1;999;1;failure;no
4643;62.0;blue-collar - Guarda;married;basic.4y;no;yes;no;cellular;nov;mon;152.0;1;6;1;success;no
4644;54.0;technician - Santo Tirso;single;university.degree;unknown;unknown;unknown;telephone;may;tue;;1;999;0;nonexistent;no
4645;43.0;;married;basic.9y;no;yes;yes;cellular;may;tue;317.0;2;999;0;nonexistent;no
4646;30.0;admin. - Valpaços;married;university.degree;no;no;no;cellular;apr;tue;259.0;1;999;0;nonexistent;no
4647;29.0;housemaid - Valpaços;married;high.school;no;yes;no;cellular;nov;thu;;1;999;0;nonexistent;no
4648;58.0;housemaid - Faro;married;basic.4y;no;yes;no;cellular;may;mon;;1;999;0;nonexistent;no
4649;36.0;blue-collar - Chaves;married;basic.9y;unknown;no;no;telephone;may;wed;229.0;2;999;0;nonexistent;no
4650;57.0;entrepreneur - Portimão;married;basic.4y;no;yes;no;cellular;jun;wed;467.0;1;999;0;nonexistent;no
4651;54.0;services - Vila Nova de Foz Côa;married;basic.9y;unknown;yes;no;cellular;jul;thu;;2;999;0;nonexistent;no
4652;48.0;blue-collar - Torres Vedras;married;basic.4y;no;no;no;cellular;may;mon;284.0;3;999;0;nonexistent;no
4653;22.0;blue-collar - Torres Novas;single;;no;yes;no;cellular;may;thu;283.0;2;999;0;nonexistent;no
4654;42.0;;married;basic.9y;unknown;no;no;telephone;jun;mon;213.0;3;999;0;nonexistent;no
4655;32.0;admin. - Vila Nova de Gaia;single;university.degree;no;yes;no;cellular;jun;tue;369.0;1;999;0;nonexistent;no
4656;39.0;management - Vila do Conde;single;university.degree;unknown;yes;no;telephone;apr;thu;;2;999;0;nonexistent;no
4657;52.0;technician - Rebordosa;divorced;;no;no;no;cellular;aug;tue;58.0;1;999;0;nonexistent;no
4658;52.0;technician - Santa Cruz;married;high.school;no;no;yes;cellular;aug;wed;109.0;3;999;0;nonexistent;no
4659;59.0;retired - Tomar;divorced;basic.9y;unknown;no;yes;telephone;may;wed;139.0;2;999;0;nonexistent;no
4660;52.0;retired - Aveiro;married;university.degree;no;no;no;cellular;nov;fri;51.0;1;999;0;nonexistent;no
4661;30.0;admin. - Barcelos;married;university.degree;no;yes;no;telephone;oct;wed;196.0;2;999;0;nonexistent;no
4662;37.0;;married;high.school;unknown;yes;no;telephone;may;wed;;5;999;0;nonexistent;no
4663;56.0;technician - Águeda;married;unknown;unknown;yes;yes;cellular;jul;fri;;3;999;0;nonexistent;no
4664;36.0;admin. - Agualva-Cacém;single;university.degree;no;no;no;telephone;may;mon;12.0;5;999;0;nonexistent;no
4665;27.0;technician - Tondela;single;university.degree;no;yes;no;cellular;dec;tue;109.0;1;999;1;failure;no
4666;45.0;admin. - Valpaços;married;basic.9y;no;yes;no;cellular;nov;mon;;3;999;0;nonexistent;no
4667;27.0;management - Barcelos;single;university.degree;no;no;yes;telephone;may;wed;;1;999;0;nonexistent;no
4668;38.0;technician - Oliveira do Bairro;married;professional.course;no;no;no;telephone;may;wed;127.0;2;999;0;nonexistent;no
4669;44.0;technician - Valongo;married;professional.course;unknown;yes;no;telephone;jun;fri;371.0;2;999;0;nonexistent;no
4670;52.0;services - Gafanha da Nazaré;married;high.school;no;no;no;telephone;may;tue;;5;999;0;nonexistent;no
4671;31.0;management - Gouveia;single;university.degree;no;no;no;cellular;nov;wed;187.0;1;999;0;nonexistent;no
4672;44.0;;married;;no;no;no;telephone;may;tue;277.0;1;999;0;nonexistent;no
4673;37.0;admin. - Valongo;single;university.degree;no;yes;no;cellular;aug;fri;;7;999;0;nonexistent;no
4674;35.0;self-employed - Odivelas;;professional.course;no;yes;no;cellular;nov;tue;;1;999;1;failure;no
4675;28.0;admin. - Freamunde;married;high.school;no;no;no;cellular;may;wed;;2;999;0;nonexistent;no
4676;41.0;technician - Águeda;single;high.school;no;yes;no;cellular;may;mon;108.0;2;999;1;failure;no
4677;54.0;;married;university.degree;unknown;no;yes;telephone;jun;mon;140.0;4;999;0;nonexistent;no
4678;27.0;services - Serpa;married;high.school;no;yes;no;telephone;jun;fri;172.0;3;999;0;nonexistent;no
4679;33.0;technician - Lixa;married;professional.course;no;no;no;cellular;aug;fri;45.0;3;999;0;nonexistent;no
4680;38.0;blue-collar - Lisbon;single;university.degree;no;no;no;cellular;jul;wed;;1;999;0;nonexistent;no
4681;59.0;entrepreneur - Fátima;married;university.degree;unknown;no;no;cellular;jul;mon;;5;999;0;nonexistent;no
4682;38.0;blue-collar - Gafanha da Nazaré;married;basic.9y;unknown;yes;no;cellular;may;thu;;1;999;0;nonexistent;no
4683;50.0;entrepreneur - Covilhã;divorced;university.degree;no;yes;no;telephone;may;mon;131.0;2;999;0;nonexistent;no
4684;57.0;admin. - Alfena;single;high.school;no;unknown;unknown;telephone;may;mon;102.0;7;999;0;nonexistent;no
4685;36.0;blue-collar - Alfena;single;high.school;no;no;no;telephone;jul;fri;470.0;2;999;0;nonexistent;no
4686;32.0;blue-collar - Gondomar;divorced;professional.course;no;no;no;cellular;jul;fri;261.0;13;999;0;nonexistent;no
4687;39.0;blue-collar - Torres Novas;married;basic.6y;no;yes;no;cellular;may;tue;103.0;1;999;2;failure;no
4688;44.0;admin. - Espinho;single;basic.9y;no;no;no;cellular;jul;mon;71.0;11;999;0;nonexistent;no
4689;48.0;technician - Maia;married;professional.course;no;yes;no;cellular;oct;thu;235.0;1;999;0;nonexistent;no
4690;31.0;blue-collar - Praia da Vitória;married;basic.6y;no;no;no;telephone;jun;wed;;1;999;0;nonexistent;no
4691;34.0;services - Gouveia;;high.school;no;no;no;cellular;may;wed;215.0;2;999;2;failure;no
4692;28.0;blue-collar - Tavira;;basic.6y;no;no;no;cellular;may;mon;146.0;3;999;0;nonexistent;no
4693;25.0;blue-collar - Ermesinde;married;high.school;no;no;no;telephone;may;thu;250.0;1;999;0;nonexistent;no
4694;30.0;technician - Câmara de Lobos;married;university.degree;no;yes;no;telephone;may;fri;193.0;8;999;0;nonexistent;no
4695;31.0;services - Agualva-Cacém;married;high.school;no;yes;no;cellular;may;mon;32.0;2;999;0;nonexistent;no
4696;36.0;blue-collar - Torres Novas;married;basic.9y;unknown;yes;no;telephone;may;wed;588.0;2;999;0;nonexistent;no
4697;58.0;technician - Agualva-Cacém;married;professional.course;unknown;yes;no;cellular;apr;mon;483.0;2;999;0;nonexistent;no
4698;44.0;admin. - Queluz;divorced;university.degree;no;yes;no;cellular;aug;thu;169.0;1;999;0;nonexistent;no
4699;54.0;housemaid - Covilhã;married;basic.4y;no;no;no;cellular;aug;mon;72.0;2;999;0;nonexistent;no
4700;35.0;technician - Gafanha da Nazaré;married;professional.course;no;no;no;cellular;jul;mon;;2;999;0;nonexistent;no
4701;47.0;blue-collar - Agualva-Cacém;married;basic.9y;no;no;no;cellular;jun;tue;544.0;1;999;0;nonexistent;no
4702;30.0;admin. - Câmara de Lobos;single;university.degree;no;yes;no;cellular;may;mon;;1;999;0;nonexistent;no
4703;25.0;blue-collar - Agualva-Cacém;single;;no;yes;no;cellular;may;thu;95.0;2;999;0;nonexistent;no
4704;39.0;blue-collar - Ovar;married;basic.9y;no;yes;no;telephone;may;fri;85.0;2;999;0;nonexistent;no
4705;;services - Pinhel;married;high.school;unknown;unknown;unknown;telephone;jun;fri;;3;999;0;nonexistent;no
4706;39.0;blue-collar - Gondomar;;basic.4y;unknown;no;no;telephone;jun;tue;264.0;16;999;0;nonexistent;no
4707;43.0;technician - Barreiro;single;professional.course;no;yes;yes;telephone;jul;tue;;1;999;0;nonexistent;no
4708;37.0;management - Funchal;married;high.school;no;no;no;cellular;aug;fri;;2;999;0;nonexistent;no
4709;;blue-collar - Rebordosa;married;basic.4y;unknown;no;yes;telephone;may;thu;875.0;5;999;0;nonexistent;no
4710;47.0;technician - Albufeira;divorced;high.school;no;no;no;cellular;jul;thu;;3;999;0;nonexistent;no
4711;55.0;retired - Funchal;divorced;professional.course;no;no;no;telephone;jun;thu;416.0;3;999;0;nonexistent;no
4712;31.0;services - Agualva-Cacém;single;high.school;no;yes;no;cellular;jul;thu;34.0;5;999;0;nonexistent;no
4713;37.0;admin. - Montijo;married;unknown;no;yes;no;telephone;may;thu;;5;999;0;nonexistent;no
4714;32.0;technician - Fátima;single;university.degree;no;yes;yes;cellular;may;tue;181.0;2;999;1;failure;no
4715;46.0;technician - Vila Real;married;university.degree;no;yes;no;cellular;aug;thu;13.0;14;999;0;nonexistent;no
4716;;admin. - Torres Vedras;divorced;university.degree;no;yes;no;cellular;may;mon;197.0;2;999;0;nonexistent;no
4717;47.0;blue-collar - Viseu;divorced;basic.9y;no;no;no;cellular;may;tue;295.0;1;999;0;nonexistent;no
4718;44.0;technician - Valongo;married;professional.course;no;yes;no;telephone;jun;tue;57.0;2;999;0;nonexistent;no
4719;51.0;services - Agualva-Cacém;divorced;basic.4y;unknown;yes;no;telephone;may;thu;95.0;4;999;0;nonexistent;no
4720;36.0;self-employed - Portimão;;basic.9y;no;yes;yes;cellular;nov;thu;151.0;3;999;0;nonexistent;no
4721;46.0;self-employed - Câmara de Lobos;married;basic.9y;unknown;yes;no;telephone;may;fri;;7;999;0;nonexistent;no
4722;42.0;management - Freamunde;married;university.degree;no;yes;yes;cellular;aug;wed;89.0;3;999;0;nonexistent;no
4723;43.0;blue-collar - Ribeira Grande;married;basic.4y;unknown;no;no;cellular;may;wed;249.0;2;999;1;failure;no
4724;55.0;retired - São João da Madeira;married;university.degree;no;no;no;cellular;jul;fri;659.0;2;999;0;nonexistent;no
4725;35.0;technician - Ermesinde;married;university.degree;no;yes;no;cellular;apr;mon;185.0;3;999;1;failure;no
4726;27.0;services - Agualva-Cacém;single;high.school;unknown;no;no;telephone;may;fri;108.0;2;999;0;nonexistent;no
4727;32.0;blue-collar - Portimão;married;basic.4y;no;no;no;cellular;apr;thu;;2;999;1;failure;no
4728;57.0;services - Almada;married;high.school;unknown;no;no;telephone;may;mon;;1;999;0;nonexistent;no
4729;56.0;admin. - Oliveira do Bairro;married;university.degree;no;no;yes;cellular;jul;fri;188.0;9;999;0;nonexistent;no
4730;55.0;;married;basic.4y;unknown;yes;no;telephone;jun;tue;216.0;2;999;0;nonexistent;no
4731;36.0;technician - Agualva-Cacém;married;university.degree;no;no;no;telephone;may;wed;648.0;1;999;0;nonexistent;no
4732;21.0;student - Marinha Grande;single;high.school;no;yes;no;telephone;jun;tue;30.0;1;14;2;success;no
4733;22.0;technician - Barcelos;single;unknown;no;yes;no;cellular;may;mon;106.0;5;999;0;nonexistent;no
4734;23.0;blue-collar - Gafanha da Nazaré;;basic.9y;no;yes;no;cellular;may;mon;58.0;1;999;0;nonexistent;no
4735;30.0;admin. - Santana;single;high.school;no;yes;no;cellular;may;wed;53.0;1;999;0;nonexistent;no
4736;35.0;admin. - Rio Tinto;married;high.school;no;no;no;telephone;jun;thu;;1;999;0;nonexistent;no
4737;45.0;services - Ovar;;basic.9y;no;yes;no;telephone;may;tue;207.0;6;999;0;nonexistent;no
4738;52.0;blue-collar - Setúbal;married;;unknown;unknown;unknown;telephone;jun;mon;117.0;2;999;0;nonexistent;no
4739;47.0;blue-collar - Ponta Delgada;married;basic.4y;no;no;no;cellular;jul;mon;95.0;3;999;0;nonexistent;no
4740;32.0;technician - Esmoriz;married;high.school;unknown;no;no;cellular;aug;wed;211.0;2;999;0;nonexistent;no
